obsnme,obsnme,obsval,response,response_org,offset
sfrc835_1_03650.00,sfrc835_1_03650.00,0.003297358367175825,0.0014170928989743824,-6.671836625473897e-05,0.0014838112652291212
sfrc836_1_03650.00,sfrc836_1_03650.00,0.0033217525693562252,0.0013987311025681686,-9.605755364213275e-05,0.0014947886562103013
sfrc837_1_03650.00,sfrc837_1_03650.00,0.00333815664279093,0.0013894670311166437,-0.00011270345813927464,0.0015021704892559183
sfrc838_1_03650.00,sfrc838_1_03650.00,0.003194288805728697,0.0013042089367605444,-0.00013322102581736907,0.0014374299625779135
sfrc839_1_03650.00,sfrc839_1_03650.00,0.003039209029090809,0.001221356143808992,-0.00014628791928187175,0.0013676440630908638
sfrc840_1_03650.00,sfrc840_1_03650.00,0.002744594508899494,0.001078459034134393,-0.0001566084948703792,0.0012350675290047721
sfrc841_1_03650.00,sfrc841_1_03650.00,0.002648613054478146,0.0010313522353840557,-0.00016052363913111,0.0011918758745151656
sfrc842_1_03650.00,sfrc842_1_03650.00,0.0024665612315573466,0.0009348860594167847,-0.0001750664947840213,0.001109952554200806
sfrc843_1_03650.00,sfrc843_1_03650.00,0.0023965783451605003,0.0009006701678396179,-0.00017779008748260714,0.001078460255322225
sfrc844_1_03650.00,sfrc844_1_03650.00,0.002394987468109015,0.0008997090968896929,-0.0001780352637593637,0.0010777443606490567
sfrc845_1_03650.00,sfrc845_1_03650.00,0.002085080873924288,0.0007578682339488587,-0.00018041815931707072,0.0009382863932659295
sfrc846_1_03650.00,sfrc846_1_03650.00,0.0018060711840680614,0.0006320522488640261,-0.00018067978396660148,0.0008127320328306276
sfrc847_1_03650.00,sfrc847_1_03650.00,0.001587919164889094,0.0005250890994931194,-0.00018947452470697274,0.0007145636242000922
sfrc848_1_03650.00,sfrc848_1_03650.00,0.0013555458825405765,0.0004197537787242196,-0.00019024186841903973,0.0006099956471432593
sfrc849_1_03650.00,sfrc849_1_03650.00,0.0012334942154904598,0.0003664420909479215,-0.00018863030602278536,0.0005550723969707068
sfrc850_1_03650.00,sfrc850_1_03650.00,0.0012140014867674405,0.00035781901962512845,-0.00018848164942021978,0.0005463006690453482
sfrc851_1_03650.00,sfrc851_1_03650.00,0.0011590968348892706,0.0003337403647436928,-0.000187853210956479,0.0005215935757001718
sfrc852_1_03650.00,sfrc852_1_03650.00,0.001003497027466037,0.0002698076711651114,-0.0001817659911946052,0.0004515736623597166
sfrc853_1_03650.00,sfrc853_1_03650.00,0.0010021742838740107,0.0002692295906988586,-0.00018174883704444618,0.00045097842774330474
sfrc854_1_03650.00,sfrc854_1_03650.00,0.000922699463786218,0.0002371610482877296,-0.00017805371041606843,0.00041521475870379804
sfrc855_1_03650.00,sfrc855_1_03650.00,0.0009089024625966448,0.00023227891176385695,-0.00017672719640463318,0.0004090061081684901
sfrc856_1_03650.00,sfrc856_1_03650.00,7.649678361570968e-05,2.2675040463855813e-05,-1.1748512163213544e-05,3.4423552627069355e-05
sfrc857_1_03650.00,sfrc857_1_03650.00,0.00014168302775419866,4.646877828969467e-05,-1.728858419969472e-05,6.37573624893894e-05
sfrc858_1_03650.00,sfrc858_1_03650.00,0.00019123927813567416,6.45968428484059e-05,-2.146083231264746e-05,8.605767516105336e-05
sfrc859_1_03650.00,sfrc859_1_03650.00,0.00019811291031593547,6.708630698213039e-05,-2.2064502660040562e-05,8.915080964217095e-05
sfrc860_1_03650.00,sfrc860_1_03650.00,0.0002009576132900115,6.616880913035304e-05,-2.426211685015212e-05,9.043092598050516e-05
sfrc861_1_03650.00,sfrc861_1_03650.00,0.0002072583037798199,6.568509922382774e-05,-2.7581137477091196e-05,9.326623670091894e-05
sfrc862_1_03650.00,sfrc862_1_03650.00,0.00021851931978932395,6.375927135403086e-05,-3.45744225511649e-05,9.833369390519576e-05
sfrc863_1_03650.00,sfrc863_1_03650.00,0.00027942408028047,6.605088870600934e-05,-5.9689947420202136e-05,0.00012574083612621148
sfrc864_1_03650.00,sfrc864_1_03650.00,0.0002823167959756527,6.588416888124994e-05,-6.115838930779378e-05,0.00012704255818904371
sfrc865_1_03650.00,sfrc865_1_03650.00,0.0003100391166037838,7.197095076814973e-05,-6.754665170355295e-05,0.00013951760247170268
sfrc866_1_03650.00,sfrc866_1_03650.00,0.0003187312793942483,7.154703228920973e-05,-7.188204343820198e-05,0.0001434290757274117
sfrc867_1_03650.00,sfrc867_1_03650.00,0.00035176789469294723,7.892833868439086e-05,-7.936721392743536e-05,0.00015829555261182623
sfrc868_1_03650.00,sfrc868_1_03650.00,0.00035656977553826717,7.868451384630994e-05,-8.177188514591028e-05,0.00016045639899222021
sfrc869_1_03650.00,sfrc869_1_03650.00,0.0003800098031533815,8.158119560748394e-05,-8.942321581153771e-05,0.00017100441141902164
sfrc870_1_03650.00,sfrc870_1_03650.00,0.00043711495537423714,9.201232090606863e-05,-0.00010468940901233806,0.0001967017299184067
sfrc871_1_03650.00,sfrc871_1_03650.00,0.0004476300310797337,9.494143430603791e-05,-0.00010649207967984223,0.00020143351398588014
sfrc872_1_03650.00,sfrc872_1_03650.00,0.00045342859607954767,7.610559491776488e-05,-0.00012793727331803154,0.00020404286823579642
sfrc873_1_03650.00,sfrc873_1_03650.00,0.0004437130499276502,4.8332833201888774e-05,-0.0001513380392655538,0.00019967087246744258
sfrc874_1_03650.00,sfrc874_1_03650.00,0.0004609465772235801,5.204311778114385e-05,-0.00015538284196946715,0.000207425959750611
sfrc875_1_03650.00,sfrc875_1_03650.00,0.00046967798787345057,5.494086766152207e-05,-0.00015641422688153066,0.00021135509454305273
sfrc876_1_03650.00,sfrc876_1_03650.00,0.0004154810473217848,2.964573801470915e-05,-0.000157320733280094,0.00018696647129480315
sfrc877_1_03650.00,sfrc877_1_03650.00,0.0003988155566682028,1.1563355045524608e-05,-0.00016790364545516665,0.00017946700050069125
sfrc878_1_03650.00,sfrc878_1_03650.00,0.0003511625727369281,-1.5957018352251586e-05,-0.00017398017608386923,0.00015802315773161764
sfrc879_1_03650.00,sfrc879_1_03650.00,0.00034407756582575537,-2.188020485349517e-05,-0.00017671510947508506,0.0001548349046215899
sfrc880_1_03650.00,sfrc880_1_03650.00,0.0003199740441157105,-3.620008226529512e-05,-0.00018018840211736481,0.0001439883198520697
sfrc881_1_03650.00,sfrc881_1_03650.00,0.00030505163812715477,-4.751611592558849e-05,-0.00018478935308280812,0.00013727323715721963
sfrc882_1_03650.00,sfrc882_1_03650.00,0.0002984944783635861,-5.2698141457732385e-05,-0.00018702065672134612,0.00013432251526361374
sfrc883_1_03650.00,sfrc883_1_03650.00,0.0003036700865235526,-5.064870867904422e-05,-0.00018730024761464287,0.00013665153893559865
sfrc884_1_03650.00,sfrc884_1_03650.00,0.00031770374204044376,-4.727461555330137e-05,-0.00019024129947150105,0.00014296668391819967
sfrc885_1_03650.00,sfrc885_1_03650.00,0.00032370850479495987,-4.76441351639024e-05,-0.00019331296232163433,0.00014566882715773193
sfrc886_1_03650.00,sfrc886_1_03650.00,0.0003294257494001576,-4.5943536108341155e-05,-0.00019418512333841206,0.0001482415872300709
sfrc887_1_03650.00,sfrc887_1_03650.00,0.0003446544051687224,-4.5682240521597174e-05,-0.00020077672284752224,0.00015509448232592507
sfrc888_1_03650.00,sfrc888_1_03650.00,0.0003571672193587522,-4.330469214884641e-05,-0.00020402994086028489,0.00016072524871143848
sfrc889_1_03650.00,sfrc889_1_03650.00,0.0003670271047275584,-3.9987697089084544e-05,-0.0002051498942164858,0.00016516219712740126
sfrc890_1_03650.00,sfrc890_1_03650.00,0.00037515828215276556,-3.380798864338334e-05,-0.00020262921561212783,0.0001688212269687445
sfrc891_1_03650.00,sfrc891_1_03650.00,0.00038212774539251145,-2.8613232097704586e-05,-0.00020057071752433472,0.00017195748542663013
sfrc892_1_03650.00,sfrc892_1_03650.00,0.00038768078738604173,-2.5828816059251353e-05,-0.00020028517038297013,0.00017445635432371877
sfrc893_1_03650.00,sfrc893_1_03650.00,0.0003789574642460107,-2.5682710703303543e-05,-0.00019621356961400835,0.0001705308589107048
sfrc894_1_03650.00,sfrc894_1_03650.00,0.00037857671545050856,-2.5441919924731296e-05,-0.00019580144187746014,0.00017035952195272884
sfrc895_1_03650.00,sfrc895_1_03650.00,0.0006609997390874025,2.758951464841428e-05,-0.0002698603679409168,0.0002974498825893311
sfrc896_1_03650.00,sfrc896_1_03650.00,0.0008014208728235593,0.00010657318936775536,-0.00025406620340284627,0.00036063939277060163
sfrc897_1_03650.00,sfrc897_1_03650.00,0.0007296360671059206,9.048034433684893e-05,-0.00023785588586081532,0.00032833623019766424
sfrc898_1_03650.00,sfrc898_1_03650.00,0.000650859251729487,7.228299161857207e-05,-0.00022060367165969706,0.00029288666327826913
sfrc899_1_03650.00,sfrc899_1_03650.00,0.0006332796761148476,7.502713980153092e-05,-0.0002099487144501505,0.0002849758542516814
sfrc900_1_03650.00,sfrc900_1_03650.00,0.0006461752197944152,8.797566882656101e-05,-0.00020280318008092583,0.00029077884890748684
sfrc901_1_03650.00,sfrc901_1_03650.00,0.0006693000991714013,0.00010344723332367424,-0.0001977378113034563,0.00030118504462713053
sfrc902_1_03650.00,sfrc902_1_03650.00,0.0006944479728055701,0.00012154629255133406,-0.00019095529521117243,0.0003125015877625065
sfrc903_1_03650.00,sfrc903_1_03650.00,0.0006923082230867077,0.00012323225071815671,-0.00018830644967086175,0.00031153870038901847
sfrc904_1_03650.00,sfrc904_1_03650.00,0.0006910501770761481,0.00012243810814791797,-0.00018853447153634867,0.00031097257968426664
sfrc905_1_03650.00,sfrc905_1_03650.00,0.0006736214987768887,0.00011084872755477785,-0.00019228094689482207,0.0003031296744495999
sfrc906_1_03650.00,sfrc906_1_03650.00,0.000631559856511079,9.145326800598548e-05,-0.00019274866742400004,0.0002842019354299855
sfrc907_1_03650.00,sfrc907_1_03650.00,0.0005748947751856003,6.127248550052438e-05,-0.00019743016333299577,0.00025870264883352015
sfrc908_1_03650.00,sfrc908_1_03650.00,0.0005643117042311245,5.5212265945489764e-05,-0.00019872800095851626,0.00025394026690400603
sfrc909_1_03650.00,sfrc909_1_03650.00,0.00048181987563599836,1.4479619928098596e-05,-0.00020233932410810066,0.00021681894403619925
sfrc910_1_03650.00,sfrc910_1_03650.00,0.0004385520410805609,-6.879996218099387e-06,-0.0002042284147043518,0.0001973484184862524
sfrc911_1_03650.00,sfrc911_1_03650.00,0.00042038240440515554,-1.691232971424823e-05,-0.0002060844116965682,0.00018917208198231998
sfrc912_1_03650.00,sfrc912_1_03650.00,0.00037182848343235734,-4.339143012509192e-05,-0.00021071424766965272,0.0001673228175445608
sfrc913_1_03650.00,sfrc913_1_03650.00,0.00035964009343956435,-5.188880966670479e-05,-0.00021372685171450873,0.00016183804204780394
sfrc914_1_03650.00,sfrc914_1_03650.00,0.00034464747696820566,-6.223410482499318e-05,-0.00021732546946068572,0.00015509136463569254
sfrc915_1_03650.00,sfrc915_1_03650.00,0.0003300828391409689,-7.143793698585711e-05,-0.00021997521459929308,0.00014853727761343597
sfrc916_1_03650.00,sfrc916_1_03650.00,0.0015191171318340892,0.00046265873797616506,-0.000220943971349175,0.0006836027093253401
sfrc917_1_03650.00,sfrc917_1_03650.00,0.0018135768200449032,0.0005954972340894806,-0.0002206123349307258,0.0008161095690202064
sfrc918_1_03650.00,sfrc918_1_03650.00,0.0015963104592163653,0.0005002314600097037,-0.00021810824663766069,0.0007183397066473643
sfrc919_1_03650.00,sfrc919_1_03650.00,0.0017591388936708766,0.0005739749316026356,-0.00021763757054925873,0.0007916125021518944
sfrc920_1_03650.00,sfrc920_1_03650.00,0.0006244338207451402,0.00011049571916063323,-0.00017049950017467984,0.00028099521933531307
sfrc921_1_03650.00,sfrc921_1_03650.00,0.000824776634721662,0.00019872681752914408,-0.00017242266809560378,0.00037114948562474786
sfrc922_1_03650.00,sfrc922_1_03650.00,0.0012216851680397216,0.0003675956312787401,-0.00018216269433913465,0.0005497583256178747
sfrc923_1_03650.00,sfrc923_1_03650.00,0.0012748535118822589,0.000390304506595712,-0.00018337957375130445,0.0005736840803470165
sfrc924_1_03650.00,sfrc924_1_03650.00,0.0012955498673449038,0.00039944534777030426,-0.00018355209253490234,0.0005829974403052066
sfrc925_1_03650.00,sfrc925_1_03650.00,0.0013013154844893474,0.00040059746850208076,-0.00018499449951812555,0.0005855919680202063
sfrc926_1_03650.00,sfrc926_1_03650.00,0.0011043406044395972,0.000310030548528752,-0.00018692272346906665,0.0004969532719978186
sfrc927_1_03650.00,sfrc927_1_03650.00,0.0010203215138357713,0.0002680796455435218,-0.00019106503568257522,0.00045914468122609705
sfrc928_1_03650.00,sfrc928_1_03650.00,0.00012960017313019362,4.8735255195746107e-05,-9.584822712841018e-06,5.8320077908587124e-05
sfrc929_1_03650.00,sfrc929_1_03650.00,0.0001506276744752519,5.80568334855778e-05,-9.72562002828556e-06,6.778245351386335e-05
sfrc930_1_03650.00,sfrc930_1_03650.00,0.0005306008187138427,0.0001681451060553394,-7.06252623658898e-05,0.0002387703684212292
sfrc931_1_03650.00,sfrc931_1_03650.00,0.0004954255881956163,0.00011299672215896285,-0.00010994479252906447,0.00022294151468802732
sfrc932_1_03650.00,sfrc932_1_03650.00,0.001325449439769826,0.0003817081614256553,-0.0002147440864707663,0.0005964522478964216
sfrc933_1_03650.00,sfrc933_1_03650.00,0.001103740746185715,0.00027861943622441897,-0.0002180638995591527,0.0004966833357835717
sfrc934_1_03650.00,sfrc934_1_03650.00,0.0009777728597714416,0.00022049524793535475,-0.0002195025389617939,0.00043999778689714865
sfrc935_1_03650.00,sfrc935_1_03650.00,0.0010419452636729108,0.0002476113005630925,-0.00022126406808971734,0.00046887536865280983
sfrc936_1_03650.00,sfrc936_1_03650.00,0.0011390427757659509,0.00029122208581562137,-0.00022134716327905653,0.0005125692490946779
sfrc937_1_03650.00,sfrc937_1_03650.00,0.0011749918023506586,0.00030623895817945583,-0.0002225073528783405,0.0005287463110577964
sfrc938_1_03650.00,sfrc938_1_03650.00,0.0011855630338379395,0.0003109946496165005,-0.00022250871561057221,0.0005335033652270727
sfrc939_1_03650.00,sfrc939_1_03650.00,0.0012461416641571313,0.0003364484831303935,-0.00022431526574031546,0.000560763748870709
sfrc940_1_03650.00,sfrc940_1_03650.00,0.0013503183596678347,0.0003832300067968113,-0.00022441325505371425,0.0006076432618505256
sfrc941_1_03650.00,sfrc941_1_03650.00,0.001409014295714744,0.00040884004092649564,-0.00022521639214513915,0.0006340564330716348
sfrc942_1_03650.00,sfrc942_1_03650.00,1.961122715348072e-05,7.53752701238854e-06,-1.2875252066777836e-06,8.825052219066324e-06
sfrc943_1_03650.00,sfrc943_1_03650.00,7.51001176787188e-05,2.322287903731908e-05,-1.0572173918104378e-05,3.379505295542346e-05
sfrc944_1_03650.00,sfrc944_1_03650.00,8.296175915837117e-05,2.582665477916457e-05,-1.150613684210245e-05,3.733279162126702e-05
sfrc945_1_03650.00,sfrc945_1_03650.00,0.00013280137895889317,4.048734794397133e-05,-1.9273272587530595e-05,5.9760620531501926e-05
sfrc946_1_03650.00,sfrc946_1_03650.00,8.906937886354935e-05,2.6597785987906734e-05,-1.348343450069047e-05,4.0081220488597206e-05
sfrc947_1_03650.00,sfrc947_1_03650.00,8.917126142558233e-05,2.6622814940008437e-05,-1.3504252701503608e-05,4.0127067641512045e-05
sfrc948_1_03650.00,sfrc948_1_03650.00,8.95390585246172e-05,3.343762622499268e-05,-6.8549501110850535e-06,4.029257633607773e-05
sfrc949_1_03650.00,sfrc949_1_03650.00,8.734735293407666e-05,3.222469747313163e-05,-7.081611347202861e-06,3.930630882033449e-05
sfrc950_1_03650.00,sfrc950_1_03650.00,8.948014702160457e-05,3.330519065818631e-05,-6.960875501535743e-06,4.026606615972205e-05
sfrc951_1_03650.00,sfrc951_1_03650.00,0.0001066407804052905,4.140403928034551e-05,-6.584311902035217e-06,4.7988351182380724e-05
sfrc952_1_03650.00,sfrc952_1_03650.00,0.00012292584167093623,4.817473054327461e-05,-7.14189820864669e-06,5.53166287519213e-05
sfrc953_1_03650.00,sfrc953_1_03650.00,0.00012572527827943203,4.9505306146039104e-05,-7.071069079705301e-06,5.6576375225744405e-05
sfrc954_1_03650.00,sfrc954_1_03650.00,0.00012722208194548886,5.019845190005257e-05,-7.0514849754174055e-06,5.724993687546998e-05
sfrc955_1_03650.00,sfrc955_1_03650.00,0.00013286894974612974,5.246025880596729e-05,-7.330768579791093e-06,5.979102738575838e-05
sfrc956_1_03650.00,sfrc956_1_03650.00,0.00014811809021892446,5.951467466841837e-05,-7.138465930097632e-06,6.6653140598516e-05
sfrc957_1_03650.00,sfrc957_1_03650.00,0.00015652603029133025,6.340472724490424e-05,-7.0319863861943756e-06,7.04367136310986e-05
sfrc958_1_03650.00,sfrc958_1_03650.00,0.00014954295731818903,6.042357021488727e-05,-6.870760578297788e-06,6.729433079318506e-05
sfrc959_1_03650.00,sfrc959_1_03650.00,0.00014961370788422925,6.0527738093329225e-05,-6.798430454573932e-06,6.732616854790316e-05
sfrc960_1_03650.00,sfrc960_1_03650.00,0.00014951176150873708,6.059449265383575e-05,-6.685800025095922e-06,6.728029267893167e-05
sfrc961_1_03650.00,sfrc961_1_03650.00,0.0004259316590967292,0.0001573397237590266,-3.4329522834501506e-05,0.00019166924659352812
sfrc962_1_03650.00,sfrc962_1_03650.00,4.760998967620885e-05,2.073048289113862e-05,-6.940124631553628e-07,2.142449535429398e-05
sfrc963_1_03650.00,sfrc963_1_03650.00,5.697340702238607e-05,2.425476154270893e-05,-1.3832716173647974e-06,2.5638033160073727e-05
sfrc964_1_03650.00,sfrc964_1_03650.00,6.44625619356454e-05,2.7443915683140777e-05,-1.564237187899651e-06,2.900815287104043e-05
sfrc965_1_03650.00,sfrc965_1_03650.00,6.524442695975855e-05,2.773638142985328e-05,-1.6236107020380676e-06,2.9359992131891346e-05
sfrc966_1_03650.00,sfrc966_1_03650.00,6.725937212519925e-05,2.8413417193705635e-05,-1.8533002626340266e-06,3.026671745633966e-05
sfrc967_1_03650.00,sfrc967_1_03650.00,7.012558593986295e-05,2.9388060291921165e-05,-2.1684533810171595e-06,3.1556513672938326e-05
sfrc968_1_03650.00,sfrc968_1_03650.00,9.278361254704725e-05,3.766722367067324e-05,-4.0854019754980155e-06,4.175262564617126e-05
sfrc969_1_03650.00,sfrc969_1_03650.00,0.0001003099860437396,4.019656248519367e-05,-4.942931234489146e-06,4.5139493719682815e-05
sfrc970_1_03650.00,sfrc970_1_03650.00,0.00010092053599066909,4.0390490790956715e-05,-5.023750404844373e-06,4.5414241195801087e-05
sfrc971_1_03650.00,sfrc971_1_03650.00,0.00020142290925696335,8.463226198191869e-05,-6.008047183714803e-06,9.06403091656335e-05
sfrc972_1_03650.00,sfrc972_1_03650.00,0.00022114087386470771,9.335988466274585e-05,-6.1535085763726185e-06,9.951339323911847e-05
sfrc973_1_03650.00,sfrc973_1_03650.00,0.0002459368729503403,9.910502793664282e-05,-1.1566564891010309e-05,0.00011067159282765312
sfrc974_1_03650.00,sfrc974_1_03650.00,0.0002574266299872251,0.00010091438558834675,-1.4927597905904528e-05,0.00011584198349425128
sfrc975_1_03650.00,sfrc975_1_03650.00,0.0003041595224680973,0.00011679477706054188,-2.007700805010188e-05,0.00013687178511064376
sfrc976_1_03650.00,sfrc976_1_03650.00,0.00029533888703672405,0.00010353700018480593,-2.9365498981719876e-05,0.0001329024991665258
sfrc977_1_03650.00,sfrc977_1_03650.00,0.00029540624110970773,0.00010346499687395158,-2.94678116254169e-05,0.00013293280849936847
sfrc978_1_03650.00,sfrc978_1_03650.00,0.00031367420349305054,0.0001116782906102267,-2.9475100961646017e-05,0.00014115339157187273
sfrc979_1_03650.00,sfrc979_1_03650.00,0.0003020128264268783,0.00010073709619016867,-3.516867570192657e-05,0.00013590577189209524
sfrc980_1_03650.00,sfrc980_1_03650.00,0.00031071826031011285,0.00010430617713124243,-3.5517040008308345e-05,0.00013982321713955077
sfrc981_1_03650.00,sfrc981_1_03650.00,0.0003277729267638713,0.0001117403993736916,-3.5757417670050486e-05,0.00014749781704374208
sfrc982_1_03650.00,sfrc982_1_03650.00,0.0002993031930662251,9.358865552515645e-05,-4.109778135464483e-05,0.0001346864368798013
sfrc983_1_03650.00,sfrc983_1_03650.00,0.00029583305453491474,9.053383887664254e-05,-4.259103566406907e-05,0.0001331248745407116
sfrc984_1_03650.00,sfrc984_1_03650.00,9.837355702167469e-06,4.417101121566022e-06,-9.708944409338409e-09,4.42681006597536e-06
sfrc985_1_03650.00,sfrc985_1_03650.00,2.7708944049582563e-05,1.2457132397120895e-05,-1.189242519125807e-08,1.2469024822312153e-05
sfrc986_1_03650.00,sfrc986_1_03650.00,2.785960003461123e-05,1.2524861288517803e-05,-1.195872705724782e-08,1.2536820015575052e-05
sfrc987_1_03650.00,sfrc987_1_03650.00,5.814179268181896e-05,2.6151249758000716e-05,-1.2556948817814482e-08,2.616380670681853e-05
sfrc988_1_03650.00,sfrc988_1_03650.00,9.252046654135016e-05,4.162149807284009e-05,-1.271187076747594e-08,4.163420994360757e-05
sfrc989_1_03650.00,sfrc989_1_03650.00,9.7628246950767e-05,4.391370043646209e-05,-1.901069138305232e-08,4.3932711127845146e-05
sfrc990_1_03650.00,sfrc990_1_03650.00,0.0001243997856415741,5.595592217450568e-05,-2.3981364202662094e-08,5.597990353870834e-05
sfrc991_1_03650.00,sfrc991_1_03650.00,0.00016058806022541076,7.18521372069706e-05,-4.124898944642362e-07,7.226462710143484e-05
sfrc992_1_03650.00,sfrc992_1_03650.00,0.00019241649793993827,8.295654234584773e-05,-3.6308817271244915e-06,8.658742407297222e-05
sfrc993_1_03650.00,sfrc993_1_03650.00,0.00019585003395813566,8.447296791210249e-05,-3.6595473690585563e-06,8.813251528116104e-05
sfrc994_1_03650.00,sfrc994_1_03650.00,2.5849878854603604e-05,1.1182214799482108e-05,-4.5023068508951187e-07,1.163244548457162e-05
sfrc995_1_03650.00,sfrc995_1_03650.00,2.9733533657999452e-05,1.2861565430027567e-05,-5.185247160721843e-07,1.3380090146099751e-05
sfrc996_1_03650.00,sfrc996_1_03650.00,0.00013643476603218254,5.789539138940316e-05,-3.500253325078977e-06,6.139564471448214e-05
sfrc997_1_03650.00,sfrc997_1_03650.00,0.00024884516728565845,0.000102353731340976,-9.62659393757029e-06,0.0001119803252785463
sfrc998_1_03650.00,sfrc998_1_03650.00,0.00028085094635274646,0.00011586861123304411,-1.051431462569178e-05,0.0001263829258587359
sfrc999_1_03650.00,sfrc999_1_03650.00,0.0003760113247001873,0.00015651965079608785,-1.2685445318996437e-05,0.00016920509611508428
sfrc1000_1_03650.00,sfrc1000_1_03650.00,0.0004597242222642903,0.00019008770580582454,-1.6788194213106073e-05,0.0002068759000189306
sfrc1001_1_03650.00,sfrc1001_1_03650.00,0.0004697426274814657,0.00019440512314642327,-1.6979059220236267e-05,0.00021138418236665954
sfrc1002_1_03650.00,sfrc1002_1_03650.00,0.00048187754778367256,0.00019777909329768789,-1.9065803204964756e-05,0.00021684489650265263
sfrc1003_1_03650.00,sfrc1003_1_03650.00,0.0004985272440895036,0.00020355516525538353,-2.0782094584893095e-05,0.00022433725984027662
sfrc1004_1_03650.00,sfrc1004_1_03650.00,0.0006214391154102529,0.00024839655122840527,-3.125105070620846e-05,0.00027964760193461375
sfrc1005_1_03650.00,sfrc1005_1_03650.00,0.0006217767256249955,0.0002343204046464104,-4.547912188483759e-05,0.000279799526531248
sfrc1006_1_03650.00,sfrc1006_1_03650.00,0.0006224713106534091,0.00023370943338613643,-4.640265640789764e-05,0.0002801120897940341
sfrc1007_1_03650.00,sfrc1007_1_03650.00,0.00046350718585263563,0.00020761703146177617,-9.612021719098317e-07,0.000208578233633686
sfrc1008_1_03650.00,sfrc1008_1_03650.00,0.0005513022382057735,0.0002471648656514375,-9.211415411605593e-07,0.00024808600719259804
sfrc1009_1_03650.00,sfrc1009_1_03650.00,0.0005790539363432043,0.00025966739982475544,-9.068715296864636e-07,0.0002605742713544419
sfrc1010_1_03650.00,sfrc1010_1_03650.00,0.0006312791907026439,0.0002831336590531108,-9.419767630789442e-07,0.00028407563581618974
sfrc1011_1_03650.00,sfrc1011_1_03650.00,0.0006405516430383778,0.0002873027417562087,-9.454976110612691e-07,0.00028824823936727
sfrc1012_1_03650.00,sfrc1012_1_03650.00,0.0006730420495487255,0.00030189388417969546,-9.750381172309445e-07,0.0003028689222969264
sfrc1013_1_03650.00,sfrc1013_1_03650.00,0.0006770784533297438,0.00030372450983996366,-9.607941584209637e-07,0.00030468530399838464
sfrc1014_1_03650.00,sfrc1014_1_03650.00,1.9280081028776088e-05,8.6721094644489e-06,-3.926998500339254e-09,8.676036462949238e-06
sfrc1015_1_03650.00,sfrc1015_1_03650.00,9.366210434576773e-05,4.2149488723257216e-05,1.541767661742517e-09,4.2147946955595475e-05
sfrc1016_1_03650.00,sfrc1016_1_03650.00,0.0001089225636696838,4.9017093584583986e-05,1.9399332262792664e-09,4.901515365135771e-05
sfrc1017_1_03650.00,sfrc1017_1_03650.00,0.0001768562435885271,7.757934435710366e-05,-2.005965257733518e-06,7.958530961483718e-05
sfrc1018_1_03650.00,sfrc1018_1_03650.00,0.00025525561482819543,0.00010592918623487698,-8.935840437810955e-06,0.00011486502667268794
sfrc1019_1_03650.00,sfrc1019_1_03650.00,0.0002986829539751508,0.00012532012697648255,-9.087202312335317e-06,0.00013440732928881785
sfrc1020_1_03650.00,sfrc1020_1_03650.00,0.00033463834685573197,0.0001414397793943505,-9.147476690728856e-06,0.00015058725608507937
sfrc1021_1_03650.00,sfrc1021_1_03650.00,0.0003491639647313013,0.0001478986969104736,-9.225087218611967e-06,0.00015712378412908556
sfrc1022_1_03650.00,sfrc1022_1_03650.00,0.0004239237032258607,0.00018132332907607067,-9.442337375566637e-06,0.0001907656664516373
sfrc1023_1_03650.00,sfrc1023_1_03650.00,0.0002867769667728311,0.00012904388584342592,-5.7492043480418125e-09,0.00012904963504777397
sfrc1024_1_03650.00,sfrc1024_1_03650.00,0.00030071855027309565,0.00013531814979137117,-5.1978315218633205e-09,0.00013532334762289303
sfrc1025_1_03650.00,sfrc1025_1_03650.00,0.0003093044171226189,0.00013919585535327928,8.867648100786343e-09,0.0001391869877051785
sfrc1026_1_03650.00,sfrc1026_1_03650.00,0.0003296724016890972,0.00014834079230095516,-1.1788459138579034e-08,0.00014835258076009375
sfrc1027_1_03650.00,sfrc1027_1_03650.00,0.0004317504373717629,0.00019428628646052574,-1.4103567675534797e-09,0.00019428769681729328
sfrc1028_1_03650.00,sfrc1028_1_03650.00,0.000469557935357302,0.00021130019264565587,-8.782651300073723e-10,0.00021130107091078587
sfrc1029_1_03650.00,sfrc1029_1_03650.00,0.0,0.0,0.0,0.0
sfrc1030_1_03650.00,sfrc1030_1_03650.00,3.832149275122617e-06,1.7244935670736936e-06,2.6393268516073908e-11,1.7244671738051774e-06
sfrc1031_1_03650.00,sfrc1031_1_03650.00,1.6846825847214827e-05,7.580806366098372e-06,-2.6526514829967903e-10,7.5810716312466715e-06
sfrc1032_1_03650.00,sfrc1032_1_03650.00,4.6329770630236575e-05,2.0835033806350307e-05,-1.336297725615033e-08,2.0848396783606457e-05
sfrc1033_1_03650.00,sfrc1033_1_03650.00,9.190523327087584e-05,4.132216394837086e-05,-3.519102352326069e-08,4.135735497189412e-05
sfrc1034_1_03650.00,sfrc1034_1_03650.00,9.201045035727104e-05,4.13698060887184e-05,-3.4896572053564174e-08,4.1404702660771966e-05
sfrc1035_1_03650.00,sfrc1035_1_03650.00,6.309400555196712e-05,2.8175708018476605e-05,-2.1659447990859758e-07,2.8392302498385202e-05
