39  1815500.0,5822500.0  1815500.0,5822500.0 
40  1818500.0,5868500.0  1818500.0,5869500.0 
41  1818500.0,5869500.0  1818500.0,5870500.0 
42  1818500.0,5870500.0  1817500.0,5870500.0 
43  1817500.0,5870500.0  1817500.0,5871500.0 
44  1817500.0,5871500.0  1817500.0,5872500.0 
45  1817500.0,5872500.0  1816500.0,5872500.0 
46  1816500.0,5872500.0  1816500.0,5873500.0 
47  1816500.0,5873500.0  1816500.0,5874500.0 
48  1816500.0,5874500.0  1816500.0,5875500.0 
49  1816500.0,5875500.0  1815500.0,5875500.0 
50  1815500.0,5875500.0  1814500.0,5875500.0 
51  1814500.0,5875500.0  1813500.0,5875500.0 
52  1813500.0,5875500.0  1812500.0,5875500.0 
53  1812500.0,5875500.0  1812500.0,5874500.0 
54  1812500.0,5874500.0  1812500.0,5874500.0 
55  1815500.0,5822500.0  1816500.0,5822500.0 
56  1816500.0,5822500.0  1816500.0,5823500.0 
57  1816500.0,5823500.0  1816500.0,5822500.0 
58  1816500.0,5822500.0  1816500.0,5823500.0 
59  1816500.0,5823500.0  1817500.0,5823500.0 
60  1817500.0,5823500.0  1817500.0,5824500.0 
61  1817500.0,5824500.0  1817500.0,5825500.0 
62  1817500.0,5825500.0  1818500.0,5825500.0 
63  1818500.0,5825500.0  1818500.0,5826500.0 
64  1818500.0,5826500.0  1818500.0,5827500.0 
65  1818500.0,5827500.0  1819500.0,5827500.0 
66  1819500.0,5827500.0  1820500.0,5827500.0 
67  1820500.0,5827500.0  1820500.0,5828500.0 
68  1820500.0,5828500.0  1821500.0,5828500.0 
69  1821500.0,5828500.0  1822500.0,5828500.0 
70  1822500.0,5828500.0  1823500.0,5828500.0 
71  1823500.0,5828500.0  1823500.0,5828500.0 
72  1816500.0,5860500.0  1817500.0,5860500.0 
73  1817500.0,5860500.0  1818500.0,5860500.0 
74  1818500.0,5860500.0  1818500.0,5861500.0 
75  1818500.0,5861500.0  1819500.0,5861500.0 
76  1819500.0,5861500.0  1820500.0,5861500.0 
77  1820500.0,5861500.0  1820500.0,5862500.0 
78  1820500.0,5862500.0  1821500.0,5862500.0 
79  1821500.0,5862500.0  1821500.0,5862500.0 
80  1819500.0,5853500.0  1820500.0,5853500.0 
81  1820500.0,5853500.0  1821500.0,5853500.0 
82  1821500.0,5853500.0  1821500.0,5854500.0 
83  1821500.0,5854500.0  1821500.0,5854500.0 
84  1816500.0,5862500.0  1816500.0,5863500.0 
85  1816500.0,5863500.0  1817500.0,5863500.0 
86  1817500.0,5863500.0  1818500.0,5863500.0 
87  1818500.0,5863500.0  1818500.0,5864500.0 
88  1818500.0,5864500.0  1819500.0,5864500.0 
89  1819500.0,5864500.0  1820500.0,5864500.0 
90  1820500.0,5864500.0  1821500.0,5864500.0 
91  1821500.0,5864500.0  1821500.0,5865500.0 
92  1821500.0,5865500.0  1822500.0,5865500.0 
93  1822500.0,5865500.0  1822500.0,5866500.0 
94  1822500.0,5866500.0  1822500.0,5866500.0 
95  1819500.0,5853500.0  1820500.0,5853500.0 
96  1820500.0,5853500.0  1820500.0,5854500.0 
97  1820500.0,5854500.0  1821500.0,5854500.0 
98  1821500.0,5854500.0  1821500.0,5854500.0 
99  1820500.0,5847500.0  1821500.0,5847500.0 
100  1821500.0,5847500.0  1821500.0,5847500.0 
101  1820500.0,5839500.0  1821500.0,5839500.0 
102  1821500.0,5839500.0  1821500.0,5840500.0 
103  1821500.0,5840500.0  1822500.0,5840500.0 
104  1822500.0,5840500.0  1822500.0,5840500.0 
105  1821500.0,5852500.0  1821500.0,5853500.0 
106  1821500.0,5853500.0  1822500.0,5853500.0 
107  1822500.0,5853500.0  1822500.0,5854500.0 
108  1822500.0,5854500.0  1822500.0,5854500.0 
109  1819500.0,5856500.0  1819500.0,5857500.0 
110  1819500.0,5857500.0  1820500.0,5857500.0 
111  1820500.0,5857500.0  1821500.0,5857500.0 
112  1821500.0,5857500.0  1821500.0,5858500.0 
113  1821500.0,5858500.0  1822500.0,5858500.0 
114  1822500.0,5858500.0  1822500.0,5859500.0 
115  1822500.0,5859500.0  1823500.0,5859500.0 
116  1823500.0,5859500.0  1823500.0,5859500.0 
117  1821500.0,5854500.0  1822500.0,5854500.0 
118  1822500.0,5854500.0  1822500.0,5854500.0 
119  1819500.0,5833500.0  1820500.0,5833500.0 
120  1820500.0,5833500.0  1820500.0,5834500.0 
121  1820500.0,5834500.0  1820500.0,5833500.0 
122  1820500.0,5833500.0  1821500.0,5833500.0 
123  1821500.0,5833500.0  1821500.0,5834500.0 
124  1821500.0,5834500.0  1821500.0,5833500.0 
125  1821500.0,5833500.0  1821500.0,5834500.0 
126  1821500.0,5834500.0  1822500.0,5834500.0 
127  1822500.0,5834500.0  1823500.0,5834500.0 
128  1823500.0,5834500.0  1823500.0,5835500.0 
129  1823500.0,5835500.0  1823500.0,5836500.0 
130  1823500.0,5836500.0  1823500.0,5836500.0 
131  1829500.0,5830500.0  1828500.0,5830500.0 
132  1828500.0,5830500.0  1828500.0,5831500.0 
133  1828500.0,5831500.0  1827500.0,5831500.0 
134  1827500.0,5831500.0  1827500.0,5832500.0 
135  1827500.0,5832500.0  1827500.0,5831500.0 
136  1827500.0,5831500.0  1827500.0,5832500.0 
137  1827500.0,5832500.0  1826500.0,5832500.0 
138  1826500.0,5832500.0  1825500.0,5832500.0 
139  1825500.0,5832500.0  1825500.0,5833500.0 
140  1825500.0,5833500.0  1825500.0,5834500.0 
141  1825500.0,5834500.0  1825500.0,5835500.0 
142  1825500.0,5835500.0  1825500.0,5836500.0 
143  1825500.0,5836500.0  1824500.0,5836500.0 
144  1824500.0,5836500.0  1824500.0,5837500.0 
145  1824500.0,5837500.0  1823500.0,5837500.0 
146  1823500.0,5837500.0  1822500.0,5837500.0 
147  1822500.0,5837500.0  1822500.0,5837500.0 
148  1828500.0,5881500.0  1828500.0,5880500.0 
149  1828500.0,5880500.0  1828500.0,5879500.0 
150  1828500.0,5879500.0  1827500.0,5879500.0 
151  1827500.0,5879500.0  1827500.0,5880500.0 
152  1827500.0,5880500.0  1827500.0,5881500.0 
153  1827500.0,5881500.0  1827500.0,5881500.0 
154  1832500.0,5850500.0  1832500.0,5851500.0 
155  1832500.0,5851500.0  1831500.0,5851500.0 
156  1831500.0,5851500.0  1830500.0,5851500.0 
157  1830500.0,5851500.0  1830500.0,5852500.0 
158  1830500.0,5852500.0  1830500.0,5853500.0 
159  1830500.0,5853500.0  1829500.0,5853500.0 
160  1829500.0,5853500.0  1829500.0,5854500.0 
161  1829500.0,5854500.0  1829500.0,5855500.0 
162  1829500.0,5855500.0  1828500.0,5855500.0 
163  1828500.0,5855500.0  1828500.0,5856500.0 
164  1828500.0,5856500.0  1828500.0,5857500.0 
165  1828500.0,5857500.0  1829500.0,5857500.0 
166  1829500.0,5857500.0  1829500.0,5858500.0 
167  1829500.0,5858500.0  1829500.0,5859500.0 
168  1829500.0,5859500.0  1829500.0,5860500.0 
169  1829500.0,5860500.0  1829500.0,5861500.0 
170  1829500.0,5861500.0  1828500.0,5861500.0 
171  1828500.0,5861500.0  1828500.0,5862500.0 
172  1828500.0,5862500.0  1827500.0,5862500.0 
173  1827500.0,5862500.0  1827500.0,5863500.0 
174  1827500.0,5863500.0  1827500.0,5864500.0 
175  1827500.0,5864500.0  1826500.0,5864500.0 
176  1826500.0,5864500.0  1826500.0,5865500.0 
177  1826500.0,5865500.0  1826500.0,5866500.0 
178  1826500.0,5866500.0  1826500.0,5867500.0 
179  1826500.0,5867500.0  1825500.0,5867500.0 
180  1825500.0,5867500.0  1825500.0,5868500.0 
181  1825500.0,5868500.0  1824500.0,5868500.0 
182  1824500.0,5868500.0  1824500.0,5869500.0 
183  1824500.0,5869500.0  1823500.0,5869500.0 
184  1823500.0,5869500.0  1823500.0,5870500.0 
185  1823500.0,5870500.0  1822500.0,5870500.0 
186  1822500.0,5870500.0  1821500.0,5870500.0 
187  1821500.0,5870500.0  1821500.0,5870500.0 
188  1826500.0,5812500.0  1826500.0,5813500.0 
189  1826500.0,5813500.0  1827500.0,5813500.0 
190  1827500.0,5813500.0  1827500.0,5814500.0 
191  1827500.0,5814500.0  1828500.0,5814500.0 
192  1828500.0,5814500.0  1828500.0,5815500.0 
193  1828500.0,5815500.0  1828500.0,5816500.0 
194  1828500.0,5816500.0  1828500.0,5817500.0 
195  1828500.0,5817500.0  1827500.0,5817500.0 
196  1827500.0,5817500.0  1827500.0,5816500.0 
197  1827500.0,5816500.0  1827500.0,5816500.0 
198  1833500.0,5876500.0  1832500.0,5876500.0 
199  1832500.0,5876500.0  1831500.0,5876500.0 
200  1831500.0,5876500.0  1831500.0,5875500.0 
201  1831500.0,5875500.0  1830500.0,5875500.0 
202  1830500.0,5875500.0  1829500.0,5875500.0 
203  1829500.0,5875500.0  1828500.0,5875500.0 
204  1828500.0,5875500.0  1828500.0,5875500.0 
205  1831500.0,5879500.0  1831500.0,5878500.0 
206  1831500.0,5878500.0  1830500.0,5878500.0 
207  1830500.0,5878500.0  1829500.0,5878500.0 
208  1829500.0,5878500.0  1829500.0,5877500.0 
209  1829500.0,5877500.0  1828500.0,5877500.0 
210  1828500.0,5877500.0  1828500.0,5877500.0 
211  1834500.0,5872500.0  1834500.0,5873500.0 
212  1834500.0,5873500.0  1833500.0,5873500.0 
213  1833500.0,5873500.0  1832500.0,5873500.0 
214  1832500.0,5873500.0  1831500.0,5873500.0 
215  1831500.0,5873500.0  1831500.0,5874500.0 
216  1831500.0,5874500.0  1831500.0,5874500.0 
217  1831500.0,5808500.0  1831500.0,5809500.0 
218  1831500.0,5809500.0  1831500.0,5810500.0 
219  1831500.0,5810500.0  1831500.0,5811500.0 
220  1831500.0,5811500.0  1832500.0,5811500.0 
221  1832500.0,5811500.0  1832500.0,5812500.0 
222  1832500.0,5812500.0  1832500.0,5813500.0 
223  1832500.0,5813500.0  1832500.0,5814500.0 
224  1832500.0,5814500.0  1832500.0,5814500.0 
225  1835500.0,5873500.0  1834500.0,5873500.0 
226  1834500.0,5873500.0  1833500.0,5873500.0 
227  1833500.0,5873500.0  1832500.0,5873500.0 
228  1832500.0,5873500.0  1832500.0,5874500.0 
229  1832500.0,5874500.0  1832500.0,5874500.0 
230  1835500.0,5857500.0  1834500.0,5857500.0 
231  1834500.0,5857500.0  1834500.0,5858500.0 
232  1834500.0,5858500.0  1833500.0,5858500.0 
233  1833500.0,5858500.0  1833500.0,5859500.0 
234  1833500.0,5859500.0  1834500.0,5859500.0 
235  1834500.0,5859500.0  1834500.0,5860500.0 
236  1834500.0,5860500.0  1834500.0,5861500.0 
237  1834500.0,5861500.0  1834500.0,5861500.0 
238  1836500.0,5850500.0  1835500.0,5850500.0 
239  1835500.0,5850500.0  1835500.0,5849500.0 
240  1835500.0,5849500.0  1834500.0,5849500.0 
241  1834500.0,5849500.0  1834500.0,5849500.0 
242  1836500.0,5866500.0  1835500.0,5866500.0 
243  1835500.0,5866500.0  1834500.0,5866500.0 
244  1834500.0,5866500.0  1834500.0,5866500.0 
245  1836500.0,5869500.0  1835500.0,5869500.0 
246  1835500.0,5869500.0  1835500.0,5868500.0 
247  1835500.0,5868500.0  1834500.0,5868500.0 
248  1834500.0,5868500.0  1834500.0,5869500.0 
249  1834500.0,5869500.0  1833500.0,5869500.0 
250  1833500.0,5869500.0  1833500.0,5869500.0 
251  1834500.0,5812500.0  1834500.0,5813500.0 
252  1834500.0,5813500.0  1835500.0,5813500.0 
253  1835500.0,5813500.0  1834500.0,5813500.0 
254  1834500.0,5813500.0  1834500.0,5814500.0 
255  1834500.0,5814500.0  1835500.0,5814500.0 
256  1835500.0,5814500.0  1835500.0,5815500.0 
257  1835500.0,5815500.0  1835500.0,5816500.0 
258  1835500.0,5816500.0  1835500.0,5817500.0 
259  1835500.0,5817500.0  1835500.0,5818500.0 
260  1835500.0,5818500.0  1836500.0,5818500.0 
261  1836500.0,5818500.0  1835500.0,5818500.0 
262  1835500.0,5818500.0  1835500.0,5819500.0 
263  1835500.0,5819500.0  1834500.0,5819500.0 
264  1834500.0,5819500.0  1834500.0,5820500.0 
265  1834500.0,5820500.0  1833500.0,5820500.0 
266  1833500.0,5820500.0  1833500.0,5821500.0 
267  1833500.0,5821500.0  1832500.0,5821500.0 
268  1832500.0,5821500.0  1832500.0,5820500.0 
269  1832500.0,5820500.0  1832500.0,5821500.0 
270  1832500.0,5821500.0  1831500.0,5821500.0 
271  1831500.0,5821500.0  1831500.0,5822500.0 
272  1831500.0,5822500.0  1831500.0,5822500.0 
273  1837500.0,5863500.0  1836500.0,5863500.0 
274  1836500.0,5863500.0  1836500.0,5862500.0 
275  1836500.0,5862500.0  1836500.0,5863500.0 
276  1836500.0,5863500.0  1835500.0,5863500.0 
277  1835500.0,5863500.0  1834500.0,5863500.0 
278  1834500.0,5863500.0  1834500.0,5863500.0 
279  1834500.0,5800500.0  1834500.0,5801500.0 
280  1834500.0,5801500.0  1835500.0,5801500.0 
281  1835500.0,5801500.0  1835500.0,5802500.0 
282  1835500.0,5802500.0  1836500.0,5802500.0 
283  1836500.0,5802500.0  1836500.0,5803500.0 
284  1836500.0,5803500.0  1837500.0,5803500.0 
285  1837500.0,5803500.0  1837500.0,5802500.0 
286  1837500.0,5802500.0  1838500.0,5802500.0 
287  1838500.0,5802500.0  1838500.0,5803500.0 
288  1838500.0,5803500.0  1838500.0,5803500.0 
289  1833500.0,5806500.0  1834500.0,5806500.0 
290  1834500.0,5806500.0  1834500.0,5807500.0 
291  1834500.0,5807500.0  1835500.0,5807500.0 
292  1835500.0,5807500.0  1835500.0,5808500.0 
293  1835500.0,5808500.0  1836500.0,5808500.0 
294  1836500.0,5808500.0  1836500.0,5809500.0 
295  1836500.0,5809500.0  1836500.0,5810500.0 
296  1836500.0,5810500.0  1836500.0,5811500.0 
297  1836500.0,5811500.0  1836500.0,5811500.0 
298  1837500.0,5856500.0  1836500.0,5856500.0 
299  1836500.0,5856500.0  1836500.0,5857500.0 
300  1836500.0,5857500.0  1835500.0,5857500.0 
301  1835500.0,5857500.0  1835500.0,5858500.0 
302  1835500.0,5858500.0  1835500.0,5858500.0 
303  1836500.0,5811500.0  1836500.0,5812500.0 
304  1836500.0,5812500.0  1836500.0,5813500.0 
305  1836500.0,5813500.0  1835500.0,5813500.0 
306  1835500.0,5813500.0  1835500.0,5814500.0 
307  1835500.0,5814500.0  1836500.0,5814500.0 
308  1836500.0,5814500.0  1836500.0,5815500.0 
309  1836500.0,5815500.0  1836500.0,5814500.0 
310  1836500.0,5814500.0  1836500.0,5815500.0 
311  1836500.0,5815500.0  1837500.0,5815500.0 
312  1837500.0,5815500.0  1837500.0,5816500.0 
313  1837500.0,5816500.0  1838500.0,5816500.0 
314  1838500.0,5816500.0  1838500.0,5817500.0 
315  1838500.0,5817500.0  1839500.0,5817500.0 
316  1839500.0,5817500.0  1839500.0,5818500.0 
317  1839500.0,5818500.0  1839500.0,5819500.0 
318  1839500.0,5819500.0  1839500.0,5819500.0 
319  1838500.0,5847500.0  1837500.0,5847500.0 
320  1837500.0,5847500.0  1837500.0,5846500.0 
321  1837500.0,5846500.0  1837500.0,5847500.0 
322  1837500.0,5847500.0  1836500.0,5847500.0 
323  1836500.0,5847500.0  1836500.0,5846500.0 
324  1836500.0,5846500.0  1836500.0,5846500.0 
325  1836500.0,5799500.0  1836500.0,5800500.0 
326  1836500.0,5800500.0  1837500.0,5800500.0 
327  1837500.0,5800500.0  1837500.0,5801500.0 
328  1837500.0,5801500.0  1838500.0,5801500.0 
329  1838500.0,5801500.0  1838500.0,5801500.0 
330  1839500.0,5829500.0  1839500.0,5830500.0 
331  1839500.0,5830500.0  1838500.0,5830500.0 
332  1838500.0,5830500.0  1838500.0,5831500.0 
333  1838500.0,5831500.0  1838500.0,5832500.0 
334  1838500.0,5832500.0  1837500.0,5832500.0 
335  1837500.0,5832500.0  1837500.0,5833500.0 
336  1837500.0,5833500.0  1837500.0,5834500.0 
337  1837500.0,5834500.0  1836500.0,5834500.0 
338  1836500.0,5834500.0  1836500.0,5835500.0 
339  1836500.0,5835500.0  1835500.0,5835500.0 
340  1835500.0,5835500.0  1835500.0,5836500.0 
341  1835500.0,5836500.0  1835500.0,5837500.0 
342  1835500.0,5837500.0  1835500.0,5837500.0 
343  1838500.0,5846500.0  1837500.0,5846500.0 
344  1837500.0,5846500.0  1836500.0,5846500.0 
345  1836500.0,5846500.0  1836500.0,5846500.0 
346  1839500.0,5799500.0  1838500.0,5799500.0 
347  1838500.0,5799500.0  1838500.0,5800500.0 
348  1838500.0,5800500.0  1838500.0,5801500.0 
349  1838500.0,5801500.0  1838500.0,5801500.0 
350  1839500.0,5843500.0  1838500.0,5843500.0 
351  1838500.0,5843500.0  1837500.0,5843500.0 
352  1837500.0,5843500.0  1837500.0,5843500.0 
353  1839500.0,5845500.0  1838500.0,5845500.0 
354  1838500.0,5845500.0  1838500.0,5844500.0 
355  1838500.0,5844500.0  1838500.0,5844500.0 
356  1838500.0,5801500.0  1838500.0,5802500.0 
357  1838500.0,5802500.0  1839500.0,5802500.0 
358  1839500.0,5802500.0  1838500.0,5802500.0 
359  1838500.0,5802500.0  1838500.0,5803500.0 
360  1838500.0,5803500.0  1838500.0,5803500.0 
361  1839500.0,5833500.0  1839500.0,5834500.0 
362  1839500.0,5834500.0  1839500.0,5835500.0 
363  1839500.0,5835500.0  1838500.0,5835500.0 
364  1838500.0,5835500.0  1837500.0,5835500.0 
365  1837500.0,5835500.0  1837500.0,5836500.0 
366  1837500.0,5836500.0  1837500.0,5835500.0 
367  1837500.0,5835500.0  1837500.0,5836500.0 
368  1837500.0,5836500.0  1836500.0,5836500.0 
369  1836500.0,5836500.0  1836500.0,5837500.0 
370  1836500.0,5837500.0  1835500.0,5837500.0 
371  1835500.0,5837500.0  1835500.0,5837500.0 
372  1839500.0,5843500.0  1839500.0,5842500.0 
373  1839500.0,5842500.0  1839500.0,5841500.0 
374  1839500.0,5841500.0  1838500.0,5841500.0 
375  1838500.0,5841500.0  1838500.0,5841500.0 
376  1839500.0,5841500.0  1839500.0,5840500.0 
377  1839500.0,5840500.0  1839500.0,5841500.0 
378  1839500.0,5841500.0  1839500.0,5841500.0 
379  1838500.0,5803500.0  1839500.0,5803500.0 
380  1839500.0,5803500.0  1839500.0,5804500.0 
381  1839500.0,5804500.0  1840500.0,5804500.0 
382  1840500.0,5804500.0  1840500.0,5805500.0 
383  1840500.0,5805500.0  1841500.0,5805500.0 
384  1841500.0,5805500.0  1841500.0,5806500.0 
385  1841500.0,5806500.0  1841500.0,5805500.0 
386  1841500.0,5805500.0  1841500.0,5806500.0 
387  1841500.0,5806500.0  1841500.0,5807500.0 
388  1841500.0,5807500.0  1842500.0,5807500.0 
389  1842500.0,5807500.0  1841500.0,5807500.0 
390  1841500.0,5807500.0  1841500.0,5808500.0 
391  1841500.0,5808500.0  1841500.0,5809500.0 
392  1841500.0,5809500.0  1841500.0,5810500.0 
393  1841500.0,5810500.0  1841500.0,5811500.0 
394  1841500.0,5811500.0  1841500.0,5812500.0 
395  1841500.0,5812500.0  1841500.0,5813500.0 
396  1841500.0,5813500.0  1841500.0,5814500.0 
397  1841500.0,5814500.0  1841500.0,5815500.0 
398  1841500.0,5815500.0  1841500.0,5816500.0 
399  1841500.0,5816500.0  1841500.0,5817500.0 
400  1841500.0,5817500.0  1841500.0,5818500.0 
401  1841500.0,5818500.0  1840500.0,5818500.0 
402  1840500.0,5818500.0  1840500.0,5819500.0 
403  1840500.0,5819500.0  1839500.0,5819500.0 
404  1839500.0,5819500.0  1839500.0,5819500.0 
405  1840500.0,5797500.0  1840500.0,5798500.0 
406  1840500.0,5798500.0  1841500.0,5798500.0 
407  1841500.0,5798500.0  1841500.0,5799500.0 
408  1841500.0,5799500.0  1841500.0,5800500.0 
409  1841500.0,5800500.0  1841500.0,5801500.0 
410  1841500.0,5801500.0  1841500.0,5802500.0 
411  1841500.0,5802500.0  1842500.0,5802500.0 
412  1842500.0,5802500.0  1842500.0,5801500.0 
413  1842500.0,5801500.0  1842500.0,5802500.0 
414  1842500.0,5802500.0  1842500.0,5803500.0 
415  1842500.0,5803500.0  1843500.0,5803500.0 
416  1843500.0,5803500.0  1843500.0,5804500.0 
417  1843500.0,5804500.0  1843500.0,5805500.0 
418  1843500.0,5805500.0  1843500.0,5804500.0 
419  1843500.0,5804500.0  1843500.0,5805500.0 
420  1843500.0,5805500.0  1844500.0,5805500.0 
421  1844500.0,5805500.0  1844500.0,5805500.0 
422  1841500.0,5803500.0  1841500.0,5804500.0 
423  1841500.0,5804500.0  1842500.0,5804500.0 
424  1842500.0,5804500.0  1842500.0,5805500.0 
425  1842500.0,5805500.0  1843500.0,5805500.0 
426  1843500.0,5805500.0  1843500.0,5806500.0 
427  1843500.0,5806500.0  1844500.0,5806500.0 
428  1844500.0,5806500.0  1844500.0,5805500.0 
429  1844500.0,5805500.0  1844500.0,5805500.0 
430  1844500.0,5812500.0  1844500.0,5813500.0 
431  1844500.0,5813500.0  1845500.0,5813500.0 
432  1845500.0,5813500.0  1845500.0,5814500.0 
433  1845500.0,5814500.0  1845500.0,5815500.0 
434  1845500.0,5815500.0  1844500.0,5815500.0 
435  1844500.0,5815500.0  1844500.0,5816500.0 
436  1844500.0,5816500.0  1844500.0,5817500.0 
437  1844500.0,5817500.0  1844500.0,5818500.0 
438  1844500.0,5818500.0  1843500.0,5818500.0 
439  1843500.0,5818500.0  1843500.0,5819500.0 
440  1843500.0,5819500.0  1843500.0,5820500.0 
441  1843500.0,5820500.0  1843500.0,5821500.0 
442  1843500.0,5821500.0  1842500.0,5821500.0 
443  1842500.0,5821500.0  1842500.0,5822500.0 
444  1842500.0,5822500.0  1841500.0,5822500.0 
445  1841500.0,5822500.0  1841500.0,5823500.0 
446  1841500.0,5823500.0  1840500.0,5823500.0 
447  1840500.0,5823500.0  1840500.0,5824500.0 
448  1840500.0,5824500.0  1839500.0,5824500.0 
449  1839500.0,5824500.0  1839500.0,5825500.0 
450  1839500.0,5825500.0  1839500.0,5826500.0 
451  1839500.0,5826500.0  1838500.0,5826500.0 
452  1838500.0,5826500.0  1838500.0,5827500.0 
453  1838500.0,5827500.0  1838500.0,5828500.0 
454  1838500.0,5828500.0  1837500.0,5828500.0 
455  1837500.0,5828500.0  1837500.0,5829500.0 
456  1837500.0,5829500.0  1837500.0,5830500.0 
457  1837500.0,5830500.0  1836500.0,5830500.0 
458  1836500.0,5830500.0  1836500.0,5831500.0 
459  1836500.0,5831500.0  1835500.0,5831500.0 
460  1835500.0,5831500.0  1835500.0,5832500.0 
461  1835500.0,5832500.0  1834500.0,5832500.0 
462  1834500.0,5832500.0  1834500.0,5833500.0 
463  1834500.0,5833500.0  1833500.0,5833500.0 
464  1833500.0,5833500.0  1833500.0,5834500.0 
465  1833500.0,5834500.0  1833500.0,5835500.0 
466  1833500.0,5835500.0  1833500.0,5836500.0 
467  1833500.0,5836500.0  1832500.0,5836500.0 
468  1832500.0,5836500.0  1832500.0,5836500.0 
469  1843500.0,5839500.0  1843500.0,5838500.0 
470  1843500.0,5838500.0  1843500.0,5838500.0 
471  1843500.0,5838500.0  1843500.0,5838500.0 
472  1846500.0,5832500.0  1845500.0,5832500.0 
473  1845500.0,5832500.0  1845500.0,5833500.0 
474  1845500.0,5833500.0  1844500.0,5833500.0 
475  1844500.0,5833500.0  1844500.0,5834500.0 
476  1844500.0,5834500.0  1844500.0,5835500.0 
477  1844500.0,5835500.0  1844500.0,5835500.0 
478  1844500.0,5820500.0  1844500.0,5821500.0 
479  1844500.0,5821500.0  1844500.0,5822500.0 
480  1844500.0,5822500.0  1845500.0,5822500.0 
481  1845500.0,5822500.0  1845500.0,5823500.0 
482  1845500.0,5823500.0  1844500.0,5823500.0 
483  1844500.0,5823500.0  1844500.0,5824500.0 
484  1844500.0,5824500.0  1845500.0,5824500.0 
485  1845500.0,5824500.0  1844500.0,5824500.0 
486  1844500.0,5824500.0  1844500.0,5825500.0 
487  1844500.0,5825500.0  1844500.0,5826500.0 
488  1844500.0,5826500.0  1843500.0,5826500.0 
489  1843500.0,5826500.0  1843500.0,5827500.0 
490  1843500.0,5827500.0  1842500.0,5827500.0 
491  1842500.0,5827500.0  1842500.0,5828500.0 
492  1842500.0,5828500.0  1842500.0,5829500.0 
493  1842500.0,5829500.0  1842500.0,5830500.0 
494  1842500.0,5830500.0  1843500.0,5830500.0 
495  1843500.0,5830500.0  1843500.0,5831500.0 
496  1843500.0,5831500.0  1843500.0,5832500.0 
497  1843500.0,5832500.0  1844500.0,5832500.0 
498  1844500.0,5832500.0  1844500.0,5832500.0 
499  1847500.0,5834500.0  1846500.0,5834500.0 
500  1846500.0,5834500.0  1846500.0,5835500.0 
501  1846500.0,5835500.0  1845500.0,5835500.0 
502  1845500.0,5835500.0  1844500.0,5835500.0 
503  1844500.0,5835500.0  1844500.0,5835500.0 
504  1847500.0,5852500.0  1847500.0,5853500.0 
505  1847500.0,5853500.0  1847500.0,5852500.0 
506  1847500.0,5852500.0  1847500.0,5853500.0 
507  1847500.0,5853500.0  1846500.0,5853500.0 
508  1846500.0,5853500.0  1845500.0,5853500.0 
509  1845500.0,5853500.0  1844500.0,5853500.0 
510  1844500.0,5853500.0  1844500.0,5854500.0 
511  1844500.0,5854500.0  1844500.0,5855500.0 
512  1844500.0,5855500.0  1844500.0,5855500.0 
513  1845500.0,5848500.0  1845500.0,5849500.0 
514  1845500.0,5849500.0  1845500.0,5850500.0 
515  1845500.0,5850500.0  1846500.0,5850500.0 
516  1846500.0,5850500.0  1845500.0,5850500.0 
517  1845500.0,5850500.0  1845500.0,5851500.0 
518  1845500.0,5851500.0  1846500.0,5851500.0 
